vel Tant_raw Tant_corr
-244.780470447 222.771 -0.9241351563497915
-242.803338822 222.894 -0.70629654620015
-240.826181116 222.888 -0.6225268938196109
-238.848997329 222.645 -0.7807161327498875
-236.871787459 222.89 -0.45575520825369153
-234.894551506 222.182 -1.088536077620006
-232.917289471 224.351 1.15104828976024
-230.940001351 221.219 -1.914896087567513
-228.962687147 225.123 2.0507357964590085
-226.985346858 223.342 0.32704793549669375
-225.007980484 222.369 -0.5928566894364167
-223.030588024 224.145 1.2321238899629634
-221.053169477 222.346 -0.5219093708830655
-219.075724844 222.9 0.07314347039311997
-217.098254123 223.664 0.8743813430791363
-215.120757314 221.611 -1.1450978368602875
-213.143234417 221.335 -1.39119716687037
-211.165685431 223.869 1.169179242071806
-209.188110355 223.057 0.38012626530360194
-207.210509189 222.859 0.20173776433355783
-205.232881933 222.118 -0.5228934132770462
-203.255228585 223.852 1.2243245659633146
-201.277549147 223.473 0.8554825213001038
-199.299843616 223.312 0.7016702576549392
-197.322111992 222.423 -0.18302343455744108
-195.344354276 223.919 1.3144892204585972
-193.366570465 222.355 -0.2507050162546136
-191.388760561 223.368 0.7584796014541553
-189.410924562 223.762 1.1461278047086125
-187.433062468 222.682 0.057323309475435735
-185.455174278 223.493 0.8571488164238303
-183.477259991 224.484 1.8346860107923249
-181.499319609 224.448 1.7830155622800703
-179.521353129 223.223 0.5402171248523473
-177.543360551 225.143 2.440369336663906
-175.565341875 224.589 1.864549819905676
-173.5872971 221.981 -0.7671648193423835
-171.609226225 223.287 0.5133010087629089
-169.631129251 221.536 -1.2649781222779097
-167.653006177 223.107 0.27707134450682247
-165.674857002 221.555 -1.3054780505514998
-163.696681725 224.236 1.343445216104044
-161.718480347 221.69 -1.2360883488439072
-159.740252866 222.406 -0.555009255804606
-157.761999282 223.151 0.1537509676693105
-155.783719595 223.181 0.14625977671533974
-153.805413804 223.619 0.5455836090064565
-151.827081908 222.981 -0.13221211536594524
-149.848723907 222.577 -0.5770629940056722
-147.870339801 221.929 -1.2669056423651455
-145.891929589 220.343 -2.8956776939021154
-143.91349327 221.152 -2.1303178001941774
-141.935030844 221.885 -1.4417656310508846
-139.956542311 221.933 -1.4389618746692747
-137.978027669 222.96 -0.45784823781553996
-135.999486919 223.517 0.052632554155280786
-134.02092006 223.066 -0.44546324295026807
-132.042327091 223.107 -0.45208039225371976
-130.063708012 222.794 -0.8131646759145781
-128.085062823 222.59 -1.0656628952887388
-126.106391522 221.411 -2.2935228711129696
-124.127694109 223.661 -0.09269344354152054
-122.148970585 225.342 1.5388755276955521
-120.170220947 222.843 -1.009766836967799
-118.191445196 222.798 -1.1045724368685228
-116.212643332 224.521 0.5685058086259005
-114.233815353 225.992 1.989513959956895
-112.254961259 224.756 0.7034970573408543
-110.27608105 224.426 0.32349912058379005
-108.297174726 226.711 2.5585631489465754
-106.318242285 222.939 -1.263268879040794
-104.339283727 223.657 -0.5949560056127154
-102.360299051 224.196 -0.10545829397881334
-100.381288258 223.405 -0.9457368283837297
-98.402251346 222.755 -1.6447537143670559
-96.4231883153 222.857 -1.5914720787659178
-94.4440991651 225.8 1.303143930065147
-92.464983895 222.768 -1.77687085784342
-90.4858425043 222.959 -1.6334826342284714
-88.5066749927 225.218 0.5783413872878214
-86.5274813595 223.869 -0.8173670289564257
-84.5482616042 222.864 -1.8685771407834295
-82.5690157265 224.33 -0.4482592283110023
-80.5897437256 226.351 1.527615405896114
-78.6104456011 224.467 -0.40092556328787055
-76.6311213525 227.058 2.1461445163032806
-74.6517709793 225.706 0.750851273995238
-72.6723944809 225.965 0.9672193161356404
-70.6929918569 225.069 0.029272225965456755
-68.7135631066 225.614 0.5330325634732844
-66.7341082297 223.539 -1.5824781347253634
-64.7546272256 227.285 2.1237606444624078
-62.7751200937 226.54 1.3397683904777296
-60.7955868336 227.791 2.5525635689788544
-58.8160274447 227.897 2.621163621697832
-56.8364419265 230.626 5.313584966311396
-54.8568302785 230.697 5.348842996303347
-52.8771925002 231.46 6.07695208082967
-50.897528591 234.281 8.863925564581251
-48.9178385505 236.285 10.834775767653923
-46.9381223781 236.274 10.79151398540617
-44.9583800733 242.38 16.86615048832897
-42.9786116357 248.486 22.94169452191022
-40.9988170645 254.34 28.766154306491842
-39.0189963594 262.383 36.78053703714804
-37.03914952 266.382 40.751848883540674
-35.0592765454 273.971 48.31409498977851
-33.0793774355 283.02 57.33727947429989
-31.0994521894 290.125 64.41740542971561
-29.1195008068 296.954 71.2224749226919
-27.1395232873 298.939 73.18448899380567
-25.1595196301 305.624 79.84744765740592
-23.1794898349 310.091 84.29334990148871
-21.199433901 313.823 88.00519368755147
-19.219351828 315.335 89.49797595046508
-17.2392436154 314.534 88.67869259833401
-15.2591092626 311.931 86.05833851236105
-13.2789487692 306.611 80.72190754671439
-11.2987621345 302.806 76.9013925283879
-9.3185493582 297.309 71.38978525707114
-7.33831043967 292.057 66.1240765050079
-5.35804537832 283.927 57.98125601686391
-3.37775417381 273.045 47.087312509592124
-1.39743682541 257.113 31.14423367229324
0.58290666725 244.238 18.259006166084532
2.56327630468 236.362 10.373615623961228
4.54367208747 231.531 5.534046650661338
6.5240940161 229.272 3.2672828225308024
8.50454209111 226.739 0.7273066873872267
10.485016313 226.947 0.9290997643842616
12.4655166823 226.055 0.03164254387587562
14.4460431995 224.77 -1.2580855127192478
16.4265958652 224.103 -1.9291059730537938
18.4071746798 224.048 -1.9874414339870157
20.3877796439 225.762 -0.27611552172112397
22.3684107579 225.472 -0.5681528919365633
24.3490680226 224.804 -1.237579229928457
26.3297514381 225.45 -0.5924212507414097
28.3104610053 225.592 -0.4507066993064086
30.2911967246 224.086 -1.956464350575942
32.2719585963 224.589 -1.452724009660301
34.2527466213 226.842 0.8014834880371211
36.2335607998 227.051 1.0121262766830625
38.2144011325 229.296 3.259171459879525
40.1952676198 231.631 0.0
42.1761602623 233.714 0.0
44.1570790605 228.486 2.4573769514560695
46.1380240148 225.088 -0.9373178671903588
48.118995126 225.429 -0.592790236513224
50.0999923943 226.301 0.28292076084267137
52.0810158204 231.547 0.0
54.0620654049 226.914 0.9037313672943412
56.0431411481 226.089 0.08274765297289832
58.0242430506 224.38 -1.6222193417756614
60.005371113 225.604 -0.39421385853995616
61.9865253356 227.594 1.5997188288936002
63.9677057192 225.745 -0.2454675855934454
65.9489122641 226.611 0.6241795594102939
67.9301449711 227.796 1.8126118927118569
69.9114038403 224.952 -1.0282199896244606
71.8926888726 224.39 -1.5873665244103847
73.8740000683 226.832 0.8571208185276191
75.855337428 223.943 -2.029810463786191
77.8367009522 225.951 -0.020213907613765514
79.8180906414 225.201 -0.7691440826391158
81.7995064961 225.852 -0.11765659210456647
83.7809485169 228.039 2.0691919270528842
85.7624167042 226.076 0.10534380406568289
87.7439110587 224.322 -1.6502596658010305
89.7254315808 225.05 -0.9246782213851361
91.7069782709 225.264 -0.7139726357638665
93.6885511298 226.806 0.8237952836090585
95.6701501578 226.508 0.5205626947688131
97.6517753555 224.952 -1.041734278898474
99.6334267233 226.41 0.40883945120936005
101.615104262 226.74 0.7302179387718297
103.596807972 226.445 0.4253342024125857
105.578537853 225.145 -0.8858797744339597
107.560293907 225.814 -0.22949304367659806
109.542076134 226.757 0.6994243073201858
111.523884534 226.706 0.6328011555903856
113.505719108 227.118 1.0275653424214966
115.487579856 223.264 -2.845356326766364
117.469466779 226.585 0.4549619174257771
119.451379877 227.432 1.2794448082584324
121.433319151 227.437 1.2600160426964067
123.415284602 224.969 -1.234401718718999
125.39727623 227.256 1.024113148008496
127.379294035 227.486 1.2234812301827276
129.361338018 226.59 0.29462207826193776
131.34340818 227.287 0.9564542057345022
133.32550452 226.284 -0.0841049109784251
135.30762704 226.264 -0.14413883275116746
137.289775741 225.035 -1.4157321578206847
139.271950622 226.332 -0.1639705218934182
141.254151683 227.019 0.475059401657262
143.236378927 225.303 -1.2917300984049689
145.218632352 226.776 0.12757222888473052
147.200911961 226.184 -0.5211234037008694
149.183217752 225.014 -1.7509078214464182
151.165549727 227.077 0.24912711191549874
153.147907886 226.408 -0.48611150575888473
155.13029223 227.151 0.18728238474716363
157.11270276 226.123 -0.9137861960966234
