#lon vel Tant_corr
10.0 11.1658917703 57.5868360813204
10.0 11.9058917703 30.360445848462263
10.0 13.1453727744 54.60782224372497
10.0 13.8853727744 27.02971686159634
10.0 15.1248799063 50.19763864912056
10.0 15.8648799063 23.62847381694914
10.0 17.1044131664 45.45331523097181
10.0 17.8444131664 19.611722431709154
10.0 19.0839725553 42.63388014276083
10.0 19.8239725553 15.955468005808683
10.0 21.0635580735 41.362359757759236
10.0 21.8035580735 13.821715421869527
10.0 23.0431697215 35.865778668790284
10.0 23.7831697215 11.858469145147694
10.0 25.0228074998 34.338159687994164
10.0 25.7628074998 10.098733223478177
10.0 27.002471409 30.66152384659074
10.0 27.742471409 8.32351128721973
10.0 28.9821614495 27.77289039464992
10.0 29.7221614495 7.24080654920013
10.0 30.9618776219 24.766276800849113
10.0 31.7018776219 7.09862180466061
10.0 32.9416199267 24.207698752243687
10.0 33.6816199267 5.540959431200918
10.0 34.9213883643 20.94717015403043
10.0 35.6613883643 4.927821388724368
10.0 36.9011829355 18.69270312930675
10.0 37.6411829355 4.123209219382176
10.0 38.8810036406 19.70130801884639
10.0 39.6210036406 3.5371240475188586
10.0 40.86085048 15.57899338085582
10.0 41.60085048 2.657566579616713
10.0 42.8407234546 15.548765990736342
10.0 43.5807234546 2.2545371042408533
10.0 44.8206225645 13.044630840860549
10.0 45.5606225645 1.517035491983762
10.0 46.8005478106 12.417591140322855
10.0 47.5405478106 1.842061195410679
10.0 48.7804991932 9.044648314715516
10.0 49.5204991932 0.9006132490036691
10.0 50.7604767127 8.848802005886995
10.0 51.5004767127 0.8406902691066875
10.0 52.7404803699 5.169050071706408
10.0 53.4804803699 0.5822904538712521
10.0 54.7205101651 3.5613885858315086
10.0 55.4605101651 0.5114115831995889
10.0 56.700566099 5.022811837470016
10.0 57.440566099 0.5250510186911299
10.0 58.680648172 2.6913123311458946
10.0 59.420648172 0.5342057035858829
10.0 60.6607563846 1.6928807864628084
10.0 61.4007563846 0.09487216271006105
10.0 62.6408907374 2.5205061378689493
10.0 63.3808907374 -0.3009534975791155
10.0 64.6210512308 2.5721755344209782
10.0 65.3610512308 0.020724410550542416
10.0 66.6012378655 1.425874339549523
10.0 67.3412378655 -0.197098843647467
10.0 68.5814506418 0.3805861308213139
10.0 69.3214506418 -0.49742840955599377
10.0 70.5616895603 0.8352926997058603
10.0 71.3016895603 -0.31026985524704287
10.0 72.5419546217 1.4799740513398945
10.0 73.2819546217 0.11737083246254087
10.0 74.5222458262 0.5326084042869752
10.0 75.2622458262 0.0464872479530527
10.0 76.5025631746 0.036172190309542884
10.0 77.2425631746 0.24407256675149824
10.0 78.4829066673 0.15264005412592496
10.0 79.2229066673 -0.19188045452810343
10.0 80.4632763047 0.4649848531769294
10.0 81.2032763047 -0.22137947823833315
10.0 82.4436720875 0.9681776573936816
10.0 83.1836720875 0.42256741424810684
10.0 84.4240940161 -0.2038122510444964
10.0 85.1640940161 -0.3740482775201599
10.0 86.4045420911 -1.6140173779406268
10.0 87.1445420911 -0.5322354731256667
10.0 88.385016313 1.1545279826806336
10.0 89.125016313 0.2789964886609084
10.0 90.3655166823 -0.9962122516617455
10.0 91.1055166823 0.12463784982591619
10.0 92.3460431995 -0.4512759521413159
10.0 93.0860431995 -0.48132156694251194
10.0 94.3265958652 -1.5517027788581856
10.0 95.0665958652 -0.9118923583090179
10.0 96.3071746798 -1.8595341810801642
10.0 97.0471746798 0.5289144596515598
10.0 98.2877796439 -1.0968133974720047
10.0 99.0277796439 0.5350874514015516
10.0 100.268410758 1.1394145436635483
10.0 101.008410758 -0.32638523811684195
10.0 102.249068023 -0.8868971758406587
10.0 102.989068023 -0.3945158835331597
10.0 104.229751438 -0.8077971642972273
10.0 104.969751438 -0.22631717912085492
10.0 106.210461005 2.7796641796960273
10.0 106.950461005 0.5711977611832424
10.0 108.191196725 -0.08656533305810399
10.0 108.931196725 0.26501540369432064
10.0 110.171958596 -0.16253968264157947
10.0 110.911958596 0.3721217949070308
10.0 112.152746621 -0.803314640077474
10.0 112.892746621 0.0
10.0 114.1335608 2.4760522322550855
10.0 114.8735608 0.0
10.0 116.114401132 -1.3174984195745196
10.0 116.854401132 0.0
10.0 118.09526762 0.3129722588390962
10.0 118.83526762 0.0
10.0 120.076160262 1.390401329779678
10.0 120.816160262 0.0
10.0 122.05707906 0.8927240633964004
10.0 122.79707906 0.0
10.0 124.038024015 -0.3901260626560088
10.0 124.778024015 -0.06330877807374691
10.0 126.018995126 0.311782636516881
10.0 126.758995126 -0.3834451164156292
10.0 127.999992394 -0.3756199470815318
10.0 128.739992394 -0.12543718737501308
10.0 129.98101582 2.4665942853729916
10.0 130.72101582 0.0
10.0 131.962065405 0.8683516392892159
10.0 132.702065405 0.3389384344961286
10.0 133.943141148 -0.35142337363251386
10.0 134.683141148 -0.12173144293936389
10.0 135.924243051 0.5251919645023975
10.0 136.664243051 -0.39133219360772387
10.0 137.905371113 0.3681185773790787
10.0 138.645371113 0.026116346030278237
10.0 139.886525336 1.0112755944049354
10.0 140.626525336 0.5195939189147509
10.0 141.867705719 0.402580350303964
10.0 142.607705719 0.2760798472751844
10.0 143.848912264 -0.08705161494978597
10.0 144.588912264 0.7475530326310604
10.0 145.830144971 -0.8037065565109742
10.0 146.570144971 0.04399195568981895
10.0 147.81140384 0.5395274751574561
10.0 148.55140384 -0.2976253236900561
10.0 149.792688873 -0.932439365895732
10.0 150.532688873 -0.6163211665359256
10.0 151.774000068 -0.5306987215164725
10.0 152.514000068 -0.43811835487190365
10.0 153.755337428 -0.6423440294280454
10.0 154.495337428 -0.32004009169136793
10.0 155.736700952 0.1845294762788967
10.0 156.476700952 -0.3601100010952507
10.0 157.718090641 0.03982476507806609
10.0 158.458090641 -0.10335212829238571
10.0 159.699506496 -1.1305569902858963
10.0 160.439506496 -0.003790939673592675
10.0 161.680948517 0.4882835859392003
10.0 162.420948517 -0.3704513228758799
10.0 163.662416704 -0.24775592769555033
10.0 164.402416704 -0.42235858682863636
10.0 165.643911059 -0.07477975002598214
10.0 166.383911059 0.4534615382073923
10.0 167.625431581 -1.1408938976413765
10.0 168.365431581 0.13498290054215545
10.0 169.606978271 -0.2132061849916056
10.0 170.346978271 -0.010821072956559874
10.0 171.58855113 -1.234826224676965
10.0 172.32855113 -0.4559773769361186
10.0 173.570150158 0.7671345722916669
10.0 174.310150158 0.26548657237768225
10.0 175.551775355 -1.0214370037182334
10.0 176.291775355 0.39254293713364063
10.0 177.533426723 -0.5746559611553153
10.0 178.273426723 -0.17083654218595257
10.0 179.515104262 -0.38163910761099373
10.0 180.255104262 -0.3096805468510979
10.0 181.496807972 0.9884949499908089
10.0 182.236807972 -0.414018179923886
10.0 183.478537853 -0.02437419484292036
10.0 184.218537853 -0.14587896631394415
10.0 185.460293907 0.005631251623213984
10.0 186.200293907 -0.7172928528214584
10.0 187.442076134 -2.08761271695937
10.0 188.182076134 -1.0072902082194162
10.0 189.423884534 -0.20823190721924334
10.0 190.163884534 -0.3059018232949029
10.0 191.405719108 0.06064607371138209
10.0 192.145719108 -0.4891589108994481
10.0 193.387579856 -0.7631081820707379
10.0 194.127579856 -0.11709310601605694
10.0 195.369466779 1.131374116550603
10.0 196.109466779 0.5192635341959431
10.0 197.351379877 0.45595995944896117
10.0 198.091379877 0.18787853033549595
10.0 199.333319151 1.64451453504023
10.0 200.073319151 0.26671898071310807
10.0 201.315284602 0.0929012300319414
10.0 202.055284602 0.07275156129037441
10.0 203.29727623 -0.5470183708186767
10.0 204.03727623 -0.11905747437870673
10.0 205.279294035 0.1266155150690622
10.0 206.019294035 0.19425770480100368
10.0 207.261338018 0.9326608678629498
10.0 208.001338018 0.7186625074125459
10.0 209.24340818 0.353973865072561
10.0 209.98340818 0.07712191946728808
10.0 211.22550452 0.4824088813182925
10.0 211.96550452 0.165600504347168
10.0 213.20762704 0.023818488087471223
10.0 213.94762704 0.364062402756673
10.0 215.189775741 0.7100534534957603
10.0 215.929775741 0.8934713326594874
10.0 217.171950622 0.2679627420697841
10.0 217.911950622 0.6567905892261194
10.0 219.154151683 -0.5976064855040875
10.0 219.894151683 0.3789830447802558
10.0 221.136378927 0.27519112734336204
10.0 221.876378927 0.1750111487367576
10.0 223.118632352 0.6831991329252673
10.0 223.858632352 0.010836927556397313
10.0 225.100911961 1.1562592789285304
10.0 225.840911961 0.08642198467484263
10.0 227.083217752 -1.0497884916669307
10.0 227.823217752 0.28772750046815077
10.0 229.065549727 -0.45310604098284557
10.0 229.805549727 0.7007142321743061
10.0 231.047907886 0.14714296363138146
10.0 231.787907886 0.15634251385435505
10.0 233.03029223 -1.2672069507025583
10.0 233.77029223 -0.102427743673843
10.0 235.01270276 -0.13932306261077088
10.0 235.75270276 0.21036294711194614
10.0 236.995139475 -0.6913744566321895
10.0 237.735139475 0.7386736503966915
10.0 238.977602376 -0.5135320235836787
10.0 239.717602376 0.06546300694813567
10.0 240.960091464 -0.5789684607428569
10.0 241.700091464 0.38668923407101374
10.0 242.94260674 -0.6238582720864372
10.0 243.68260674 -0.22168987444888444
10.0 244.925148203 -0.991377768429544
10.0 245.665148203 -0.15071694837928362
10.0 246.907715854 0.3042949321593369
10.0 247.647715854 -0.41043504113426366
10.0 248.890309695 1.3389799041427466
10.0 249.630309695 -0.10888762982625622
10.0 250.872929725 1.1114954144981084
10.0 251.612929725 -1.0431186152737837
10.0 252.855575945 -0.9023420777846525
10.0 253.595575945 -0.6991723221139807
10.0 254.838248355 1.0892820782252954
10.0 255.578248355 -0.3250934988224401
20.0 -165.150470447 -0.7235469787130455
20.0 -163.173338822 -0.22352987319774797
20.0 -161.196181116 -0.5517805260745945
20.0 -159.218997329 -0.42507404023703543
20.0 -157.241787459 0.17381230908097223
20.0 -155.264551506 -0.8109009262834661
20.0 -153.287289471 -0.44899536760635783
20.0 -151.310001351 0.4007451907351083
20.0 -149.332687147 0.39553478047747603
20.0 -147.355346858 -0.29741474044786287
20.0 -145.377980484 0.7891063116248915
20.0 -143.400588024 0.33430544590828504
20.0 -141.423169477 0.04438799681830119
20.0 -139.445724844 0.4065571236192511
20.0 -137.468254123 0.5980138103217598
20.0 -135.490757314 -0.34004313479135817
20.0 -133.513234417 0.8645829206279245
20.0 -131.535685431 0.34908643272507334
20.0 -129.558110355 0.45265968112170185
20.0 -127.580509189 0.6484927686125275
20.0 -125.602881933 -0.42722637909596983
20.0 -123.625228585 0.5986879863451691
20.0 -121.647549147 0.0364194355697407
20.0 -119.669843616 0.7091493613016269
20.0 -117.692111992 0.24305697798570236
20.0 -115.714354276 0.2993193215365011
20.0 -113.736570465 -0.405888750950794
20.0 -111.758760561 0.9716054385065718
20.0 -109.780924562 -0.24002761151385243
20.0 -107.803062468 0.012380417880706318
20.0 -105.825174278 0.4949956655989922
20.0 -103.847259991 0.8979820902798679
20.0 -101.869319609 0.24450147004549194
20.0 -99.8913531286 0.5317134021082381
20.0 -97.9133605507 0.3507753026026421
20.0 -95.9353418746 -0.10415759377801237
20.0 -93.9572970997 -0.3949322340487811
20.0 -91.9792262255 -0.5053977472211955
20.0 -90.0011292514 -0.6414054445954491
20.0 -88.0230061771 -0.3178088200406535
20.0 -86.0448570018 0.2555364496986954
20.0 -84.0666817252 -0.8682274952633122
20.0 -82.0884803468 0.13603930174124912
20.0 -80.1102528658 -0.441525386358677
20.0 -78.131999282 -0.432785970637525
20.0 -76.1537195948 -1.063609046488807
20.0 -74.1754138036 -0.690863393903669
20.0 -72.1970819079 -0.5524199777567844
20.0 -70.2187239072 -0.9601519480981153
20.0 -68.240339801 -1.1609346404419227
20.0 -66.2619295888 -1.2386455760557737
20.0 -64.2834932701 -0.18516446224978722
20.0 -62.3050308443 -0.6283731926688176
20.0 -60.326542311 0.11284415242789692
20.0 -58.3480276695 -0.19939869413849465
20.0 -56.3694869195 1.1400098132672554
20.0 -54.3909200603 1.0421790327787903
20.0 -52.4123270915 2.024216134762156
20.0 -50.4337080125 3.3862261015099477
20.0 -48.4550628228 4.578311726961942
