vel Tant_raw Tant_corr
-185.200470447 142.122 0.25739500832048634
-183.223338822 142.029 0.17154403362451376
-181.246181116 141.945 0.09509517979273596
-179.268997329 141.52 -0.32195688334047645
-177.291787459 141.812 -0.021617487120863643
-175.314551506 141.353 -0.47189196409013334
-173.337289471 141.346 -0.46978564798365596
-171.360001351 142.944 1.1376961262931218
-169.382687147 141.926 0.12954802262768794
-167.405346858 142.123 0.3367647037279653
-165.427980484 142.216 0.44034083110804545
-163.450588024 141.72 -0.04472893490202523
-161.473169477 141.36 -0.39344993516087357
-159.495724844 140.924 -0.8178275117280975
-157.518254123 141.47 -0.2598670078354246
-155.540757314 141.737 0.019426232084271078
-153.563234417 141.921 0.216046862408092
-151.585685431 141.581 -0.11101046367048184
-149.608110355 141.598 -0.08075109414755843
-147.630509189 141.839 0.1738196217839345
-145.652881933 141.265 -0.3863036662594368
-143.675228585 141.556 -0.08112630983720237
-141.697549147 141.938 0.31534633827175185
-139.719843616 142.853 1.245108924134314
-137.742111992 143.018 1.4251560926049365
-135.764354276 143.316 1.7384824873390698
-133.786570465 143.147 1.5850827508321856
-131.808760561 143.745 2.198951524349553
-129.830924562 144.928 3.398083447996612
-127.853062468 144.693 3.17947316067162
-125.875174278 145.078 3.5811153000894365
-123.897259991 145.847 4.36700450277354
-121.919319609 145.128 3.665135404029712
-119.941353129 145.459 4.013502638014842
-117.963360551 145.333 3.9051008376679874
-115.985341875 145.406 3.9959246347359567
-114.0072971 144.863 3.4709686597820735
-112.029226225 145.435 4.061227542177505
-110.051129251 145.195 3.83969591008227
-108.073006177 145.913 4.576368390482116
-106.094857002 147.216 5.898239609170105
-104.116681725 148.379 7.080304190746546
-102.138480347 150.143 8.863556758599373
-100.160252866 152.552 11.291991934952335
-98.181999282 154.042 12.801604340816453
-96.2037195948 155.652 14.43138859601109
-94.2254138036 156.588 15.387339319168063
-92.2470819079 158.263 17.082451127722493
-90.2687239072 159.344 18.183718637915547
-88.290339801 159.588 18.448136464794544
-86.3119295888 159.385 18.265699222212646
-84.3334932701 158.341 17.242401522828715
-82.3550308443 157.651 16.57323797810838
-80.376542311 156.565 15.508203198320615
-78.3980276695 154.566 13.53029179254301
-76.4194869195 153.025 12.010498368654083
-74.4409200603 151.813 10.819817533341762
-72.4623270915 151.632 10.660243892095849
-70.4837080125 149.959 9.00877204921295
-68.5050628228 148.91 7.981396607793471
-66.526391522 148.808 7.90111216974131
-64.5476941095 148.762 7.876913335767
-62.5689705847 148.417 7.5537947053854
-60.5902209472 149.729 8.887750876913401
-58.6114451964 150.823 10.003776447474166
-56.6326433319 151.418 10.620866012992622
-54.6538153531 151.913 11.138014168199703
-52.6749612595 152.312 11.55921550662896
-50.6960810505 152.366 11.635464620618592
-48.7171747257 152.552 11.843756101308003
-46.7382422846 152.651 11.965084538641094
-44.7592837265 152.722 12.058444521367022
-42.7802990511 152.159 11.517830637033626
-40.8012882577 151.548 10.929237471996146
-38.822251346 153.269 12.67265961140805
-36.8431883153 153.989 13.415091639229985
-34.8640991651 154.241 13.689528138222926
-32.884983895 156.192 15.662963689949038
-30.9058425043 158.614 18.10739287477614
-28.9266749927 162.245 21.760810271869758
-26.9474813595 165.412 24.950210459201855
-24.9682616042 168.25 27.81058801354405
-22.9890157265 172.746 32.328937510467426
-21.0097437256 178.7 38.30525352435035
-19.0304456011 183.82 43.447530628368185
-17.0511213525 188.918 48.56776339449871
-15.0717709793 191.404 51.07594639352098
-13.0923944809 194.926 54.62007419501623
-11.1129918569 194.93 54.64614136736455
-9.13356310664 194.879 54.61714247774958
-7.15410822974 192.155 51.91507209215271
-5.17462722557 189.071 48.85292477535856
-3.19512009373 185.208 45.01169509094976
-1.21558683361 179.224 39.049377601311505
0.763972555338 171.003 30.849966867628524
2.74355807349 164.388 24.256457449883726
4.72316972153 157.511 17.40084390686326
6.70280749979 152.33 12.241120796149346
8.68247140896 148.383 8.315282674127644
10.6621614495 145.981 5.934324095980884
12.6418776219 144.301 4.275239615691618
14.6216199267 142.747 2.742023786042182
16.6013883643 141.803 1.8186711586124318
18.5811829355 140.971 1.0071762837856681
20.5610036406 140.366 0.42253371073871904
22.54085048 140.269 0.34573798744821715
24.5207234546 140.035 0.13178366069459457
26.5006225645 139.639 -0.24433472395134004
28.4805478106 139.986 0.12237737788760228
30.4604991932 139.883 0.038914509380845175
32.4404767127 139.687 -0.13772878750302198
34.4204803699 139.166 -0.639557971993554
36.4005101651 139.872 0.0854214954727297
38.380566099 139.762 -0.005795846739260924
40.360648172 139.566 -0.18321546146972878
42.3407563846 140.347 0.6161571872394802
44.3208907374 139.615 -0.09768336585528914
46.3010512308 140.219 0.5242574127977093
48.2812378655 139.618 -0.05902594444992815
50.2614506418 139.258 -0.40153890645333945
52.2416895603 139.345 -0.29728694326814775
54.2219546217 139.816 0.1907244738474958
56.2022458262 139.583 -0.025510127572232477
58.1825631746 139.837 0.2450037788082966
60.1629066673 140.046 0.47026071811765746
62.1432763047 139.434 -0.12574478571937675
64.1236720875 139.322 -0.2220182099796375
66.1040940161 139.141 -0.38756503314641577
68.0845420911 139.831 0.3176092650943474
70.065016313 139.595 0.096499203851522
72.0455166823 139.537 0.053099301029504886
74.0260431995 139.246 -0.22359592667197603
76.0065958652 139.509 0.053408036242814205
77.9871746798 139.271 -0.1708942959366766
79.9677796439 139.357 -0.07150841012463616
81.9484107579 138.943 -0.4724397944417831
83.9290680226 139.222 -0.1806939382115047
85.9097514381 139.79 0.3997236680329479
87.8904610053 139.459 0.08080753255782724
