vel Tant_raw Tant_corr
-233.790470447 217.125 0.1067520272673903
-231.813338822 216.763 -0.2424274253062606
-229.836181116 221.599 0.0
-227.858997329 217.331 0.3511273395079968
-225.881787459 216.694 -0.27318296989864166
-223.904551506 215.886 -1.0685807500720443
-221.927289471 218.188 1.245912748122663
-219.950001351 218.776 1.8462766789602085
-217.972687147 217.419 0.5014906018577676
-215.995346858 216.105 -0.8004655185333149
-214.017980484 222.29 0.0
-212.040588024 215.866 -1.0159660041657048
-210.063169477 216.72 -0.15054841351528125
-208.085724844 215.799 -1.0603769542802013
-206.108254123 216.895 0.04653036510720199
-204.130757314 216.605 -0.23284405825381782
-202.153234417 217.646 0.818482578332862
-200.175685431 215.406 -1.411506516781202
-198.198110355 216.702 -0.10582772954109032
-196.220509189 221.573 0.0
-194.242881933 215.49 -1.2995300229574411
-192.265228585 215.541 -1.2399418465029726
-190.287549147 216.81 0.037252726617111875
-188.309843616 219.449 2.6840393397889954
-186.332111992 216.054 -0.7035959575885613
-184.354354276 218.167 1.4163332899594252
-182.376570465 216.075 -0.669186055945346
-180.398760561 218.023 1.2848332724885267
-178.420924562 217.114 0.3813789493055424
-176.443062468 216.377 -0.3505609451623286
-174.465174278 216.623 -0.09999792423295162
-172.487259991 223.764 0.0
-170.509319609 217.311 0.5955928425982506
-168.531353129 217.342 0.6295995940823218
-166.553360551 215.583 -1.1269327277648244
-164.575341875 217.77 1.061986396279707
-162.5972971 216.768 0.06134789210938152
-160.619226225 216.654 -0.05185690765944173
-158.641129251 217.912 1.2063637363660291
-156.663006177 217.008 0.30200197041040155
-154.684857002 222.017 0.0
-152.706681725 215.057 -1.6514981720723085
-150.728480347 215.829 -0.8816502215132687
-148.750252866 216.873 0.1595879733420702
-146.771999282 218.848 2.1312105936779346
-144.793719595 215.871 -0.8497877721679004
-142.815413804 216.609 -0.11641212865242778
-140.837081908 215.421 -1.309667072972644
-138.858723907 217.335 0.5984432049914403
-136.880339801 217.005 0.26191492272857886
-134.901929589 215.554 -1.1962552948534153
-132.92349327 216.661 -0.09707041537180316
-130.945030844 216.136 -0.6305329989103257
-128.966542311 221.38 0.0
