vel Tant_raw Tant_corr
-188.620470447 160.62 0.4270244320877623
-186.643338822 159.293 -0.920080038450152
-184.666181116 161.165 0.9326386650511722
-182.688997329 160.459 0.2081715622095146
-180.711787459 160.981 0.7125096997060894
-178.734551506 160.639 0.3536441513266766
-176.757289471 160.8 0.49856601795303845
-174.780001351 161.124 0.8072664275271961
-172.802687147 160.788 0.4567365351198873
-170.825346858 159.939 -0.40603247711416657
-168.847980484 161.043 0.6849506000905023
-166.870588024 159.524 -0.8463229969004828
-164.893169477 160.403 0.021137995390205333
-162.915724844 160.229 -0.16367513243454823
-160.938254123 160.036 -0.36677106267089243
-158.960757314 159.41 -1.002158450481943
-156.983234417 159.702 -0.7188459239063434
-155.005685431 159.407 -1.0218420838585018
-153.028110355 158.559 -1.877155504119628
-151.050509189 159.639 -0.8037947313308678
-149.072881933 159.399 -1.0497682849944567
-147.095228585 159.591 -0.8630846574748432
-145.117549147 161.147 0.6882476860211
-143.139843616 159.589 -0.87377969257534
-141.162111992 160.743 0.2768247958290999
-139.184354276 160.326 -0.14294723251370556
-137.206570465 160.355 -0.11610413419614929
-135.228760561 161.09 0.6173457613608093
-133.250924562 160.643 0.16939415190057616
-131.273062468 161.789 1.3150327623407918
-129.295174278 162.04 1.5662533447747933
-127.317259991 162.188 1.715047678476111
-125.339319609 162.964 2.4924075698995978
-123.361353129 164.343 3.8733248526897057
-121.383360551 163.977 3.5097913876801385
-119.405341875 165.867 5.4027990628981115
-117.4272971 165.898 5.4373397935700325
-115.449226225 169.004 8.547405522124222
-113.471129251 169.503 9.050988218189758
-111.493006177 171.748 11.301079878608164
-109.514857002 173.032 12.59067252743381
-107.536681725 175.994 15.558758215937502
-105.558480347 177.609 17.180329022603303
-103.580252866 176.894 16.472377053147994
-101.601999282 178.581 18.16689444050877
-99.6237195948 179.46 19.0538733448538
-97.6454138036 179.52 19.122305953587585
-95.6670819079 183.589 23.200184481351243
-93.6887239072 183.124 22.744501170027434
-91.710339801 185.17 24.80024828874369
-89.7319295888 186.333 25.973418133876294
-87.7534932701 185.619 25.270003029053697
